,param_n_neighbors,param_p,mean_fit_time,mean_score_time,mean_train_score,mean_test_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,,,0.0018124103546142579,0.01739645004272461,1.0,0.7480442176870749,7.293510758735572e-05,0.0026691553361402796,0.03721498814565563,0.0
1,,,0.001751708984375,0.020258378982543946,1.0,0.7602891156462585,0.00011290325847593246,0.0032545800477387604,0.01078424412414129,0.0
2,,,0.001937103271484375,0.024399328231811523,1.0,0.7480442176870749,0.00046083466757318323,0.0071737685616018836,0.01852805105818266,0.0
3,,,0.001896238327026367,0.018678903579711914,1.0,0.7230442176870748,0.0004092794633971803,0.0027712717375729767,0.0290308662997145,0.0
4,,,0.002090311050415039,0.019363212585449218,1.0,0.7230442176870748,0.00016047335211636293,0.004820319866301596,0.017943184354471887,0.0
5,,,0.0018959999084472655,0.014279365539550781,0.8873938357993698,0.7560374149659863,0.00036779027120977746,0.0020877863967422292,0.02200623757278308,0.008906513418479567
6,,,0.0016490936279296875,0.017384099960327148,0.8843063938892154,0.747704081632653,0.0003262993712077566,0.0031439749613873416,0.026250042696020034,0.012806059322643334
7,,,0.0017009735107421874,0.01643400192260742,0.883259441269163,0.7149659863945579,0.0002479106422663512,0.0040421907593279245,0.0347294985203053,0.012086685160586051
8,,,0.0015906333923339845,0.01723003387451172,0.8739543827786977,0.6903061224489797,9.842646649537614e-05,0.004478485460780157,0.04573423019128871,0.014197670121124075
9,,,0.0023766517639160155,0.019196128845214842,0.8739650659686982,0.698639455782313,0.0016995193204626423,0.005148062417740954,0.0516706019290156,0.01746502264851715
10,,,0.0017117023468017577,0.020326757431030275,0.8987554083649378,0.8012755102040817,0.00030804206707831265,0.005666598910981528,0.049592110849069324,0.024797099323929133
11,,,0.0017014503479003905,0.016399383544921875,0.8822391966241121,0.7850340136054422,0.0004151270631539202,0.0029074140748739552,0.03391844682107421,0.018244486521502516
12,,,0.0014382362365722655,0.014060735702514648,0.8791464131189575,0.780952380952381,0.00017019704274352137,0.0022597625097970906,0.028196694232550477,0.022676225261093155
13,,,0.0018813133239746094,0.01518697738647461,0.8729501629186476,0.7726190476190476,0.00046766676458276867,0.0026451872219340248,0.02990417888607368,0.023114112951191444
14,,,0.001554727554321289,0.018472814559936525,0.8677955237433898,0.7642857142857142,0.00020698275680319726,0.004267874736733824,0.06308389156645104,0.02708622174096101
15,,,0.00159912109375,0.013695383071899414,0.8718925271085946,0.8136054421768707,0.00023860520687883378,0.001878962954787174,0.046888837677094,0.024313034665677094
16,,,0.0016281604766845703,0.016070032119750978,0.8687837188184393,0.8136054421768707,0.000121186641677553,0.0066290885834708125,0.06398638605984545,0.015315369169703823
17,,,0.001660776138305664,0.015904331207275392,0.8574381710378718,0.7972789115646258,0.00042102880642889506,0.0016818389870146822,0.05555617739945372,0.011575378100618953
18,,,0.0015977859497070313,0.01877431869506836,0.8553923401527695,0.7726190476190476,8.889012037555545e-05,0.004111449588176298,0.04792886941782264,0.023398561648847037
19,,,0.0016011714935302735,0.022517633438110352,0.8502430425725122,0.7477891156462586,4.426615741793325e-05,0.011509142171154767,0.04501296212448917,0.02671486690630707
20,,,0.001451873779296875,0.017302274703979492,0.881160194434058,0.8013605442176871,6.98395698435071e-05,0.004069381056547189,0.04187042363529583,0.02163410996509672
21,,,0.0015056133270263672,0.016833114624023437,0.878120826878906,0.809438775510204,0.00019759426463362276,0.004317611990892411,0.05748789879643422,0.01790462167345313
22,,,0.0016519546508789063,0.018157339096069335,0.8709096736285454,0.7889455782312924,0.00018284466169990625,0.005342377089938732,0.05577259020129078,0.019891870280422577
23,,,0.0019835472106933595,0.022719144821166992,0.857480903797874,0.7766156462585034,0.0005944493181920088,0.003938894938242416,0.055646040200493255,0.021805457252007544
24,,,0.0016026973724365234,0.01677107810974121,0.850259067357513,0.7560374149659863,0.00019190876442127977,0.0033048183508930427,0.03677404040441196,0.023476936546192026
25,,,0.0017208099365234376,0.019029569625854493,0.872918113348646,0.8179421768707483,0.00026195311312824504,0.002570185163036357,0.03173762846345103,0.016310063295881683
26,,,0.0018270015716552734,0.0162322998046875,0.8729341381336468,0.8221088435374149,0.00040396413095431747,0.002182472970539144,0.0292875215730947,0.006982112410975127
27,,,0.0016468524932861327,0.018985652923583986,0.8585064900379253,0.7973639455782313,0.00023729716738413902,0.005873099350789846,0.025393155509061703,0.020568299680313144
28,,,0.0020969867706298827,0.018099069595336914,0.8461246728273062,0.7642857142857142,0.0006966581514314364,0.004896959211244687,0.03228337352586272,0.024883627530137772
29,,,0.0016345500946044922,0.019185733795166016,0.8440574755622029,0.7521258503401361,0.00031511289964723034,0.005063859038859138,0.03429306961379352,0.02773538732362712
30,,,0.0021051406860351563,0.01985940933227539,0.8594946851129747,0.8139455782312925,0.0007793312730112612,0.005743109034332119,0.03530970221585629,0.015181724530448791
31,,,0.002021455764770508,0.016721391677856447,0.8646706906682334,0.8264455782312925,0.0007397814570978306,0.0056786553398647,0.03606625239091647,0.01318499989614117
32,,,0.0019700050354003905,0.01640467643737793,0.8471235510923562,0.7727891156462585,0.0006036686934519406,0.0028007649020873374,0.025370365022053056,0.01819778015300019
33,,,0.0016222000122070312,0.020622920989990235,0.8367982479568399,0.7520408163265306,9.543928777164314e-05,0.005752123775503023,0.013411133733919084,0.022109839277682997
34,,,0.0015663623809814454,0.019082069396972656,0.8368035895518402,0.7397108843537414,0.00019476077357868926,0.009026239061057564,0.0334113345320028,0.01751781434954671
35,,,0.0017577171325683593,0.01447887420654297,0.8636344212381817,0.8056122448979591,0.00021069041066838626,0.0035112771580888065,0.03205951474271615,0.014099123560513273
36,,,0.0018663406372070312,0.021495246887207033,0.860541637733027,0.80578231292517,0.0006326313248504599,0.005493826711525548,0.028178737657286294,0.016583717862651847
37,,,0.0017522811889648438,0.019043827056884767,0.8450670370172533,0.780952380952381,0.00012148034686066738,0.005678413654948123,0.010706859536344437,0.014689308554601705
38,,,0.0016576766967773438,0.024764060974121094,0.8388868116019443,0.7643707482993196,0.0001698398239334484,0.008046624074864723,0.022086592675421797,0.02094539186014621
39,,,0.00197906494140625,0.015285921096801759,0.8233961861011698,0.735374149659864,0.0007273693361027789,0.0032827106422016715,0.025642514026793982,0.02161996702683581
40,,,0.0017488479614257812,0.015474843978881835,0.8522835318626141,0.8139455782312925,0.00021727881353676367,0.00354731127391894,0.04204293524369797,0.016418523383761124
41,,,0.0020441532135009764,0.01765866279602051,0.8533144596976656,0.8017006802721088,0.0006309461708765945,0.00456420864697667,0.02067323602557145,0.017664190278598998
42,,,0.0018189430236816406,0.018707847595214842,0.8378291757918914,0.7851190476190476,0.00043216594772843976,0.002785886235033282,0.028181560162533634,0.012641288313134002
43,,,0.0017920494079589843,0.01891293525695801,0.8367875647668394,0.7602040816326531,0.0004281774283530979,0.0052268333160283955,0.018160287279112154,0.008163173611028451
44,,,0.001685333251953125,0.017443323135375978,0.8243897227712195,0.7644557823129252,0.00010765589175288838,0.003361601275430862,0.010000086769025208,0.01446460529893298
45,,,0.001567840576171875,0.014756011962890624,0.8522675070776133,0.8181972789115646,0.00014484308379106002,0.0018498783360731208,0.020184789456226624,0.012553323311300154
46,,,0.0017941951751708984,0.016433286666870116,0.8595267346829762,0.8307823129251701,0.00031821914867937926,0.0035385051803952785,0.03914798278883371,0.020836606995323918
47,,,0.0015857219696044922,0.019446420669555663,0.839901714651995,0.7933673469387755,0.00023591515390242683,0.0031910723477435944,0.018561972749101253,0.021446604371770504
48,,,0.0016375064849853515,0.01657576560974121,0.8336947812616847,0.7436224489795917,0.00021253185787097653,0.0029239003330663142,0.022993801062796675,0.0072019558848969096
49,,,0.0019141674041748048,0.020273828506469728,0.8275038726563752,0.7229591836734695,0.0004510770286302127,0.005794105098230386,0.03251102896693475,0.010228807146207766
50,,,0.001902627944946289,0.01768970489501953,0.8419635703220981,0.8140306122448979,0.0004749699847529102,0.002784310094632878,0.013308841868376794,0.016641682429675737
51,,,0.001751708984375,0.018715572357177735,0.850221676192511,0.818452380952381,0.0002704539233902343,0.0038672849064598563,0.03865822457833143,0.020511919545752152
52,,,0.002088451385498047,0.021190166473388672,0.8450403290422519,0.780952380952381,0.0003981676671809583,0.005826560458504395,0.010706859536344437,0.005660251078628489
53,,,0.0018893241882324218,0.01816725730895996,0.8285348004914267,0.7726190476190476,0.00019145297526964065,0.0011769770329888016,0.03985855440548162,0.010673530700800989
54,,,0.0018256187438964843,0.016263818740844725,0.8233694781261685,0.7642857142857142,0.00023095987644066102,0.0025065705622486453,0.03228337352586272,0.012065533963967496
55,,,0.0016252994537353516,0.013911104202270508,0.84299983975215,0.826530612244898,0.00024100012292731433,0.0015947651024596618,0.03584261847421787,0.015276463019245286
56,,,0.0016070365905761718,0.018193864822387697,0.8533251428876663,0.8225340136054422,0.0001702872618318599,0.004930640827249651,0.03929049945825593,0.015666083125234733
57,,,0.0017183303833007812,0.02085723876953125,0.840921959297046,0.7935374149659864,0.00028433449890323244,0.004387321103836115,0.028077453563026763,0.009801941807378386
58,,,0.0016440391540527345,0.020579957962036134,0.8295497035414774,0.7767857142857142,0.00016952842551286865,0.0011604608374999035,0.02809341587871054,0.013005045223194015
59,,,0.0015247344970703125,0.018778324127197266,0.8181988141659099,0.7602040816326531,0.00013579694393195006,0.008502381608533888,0.018160287279112154,0.01656894404899644
60,,,0.001586008071899414,0.015953779220581055,0.8471235510923562,0.8017006802721088,0.0001595817603277625,0.004819125709857678,0.015708523695501103,0.015346208144012698
61,,,0.001662445068359375,0.018072128295898438,0.838860103626943,0.8100340136054422,0.0003748553774239022,0.007214985668314247,0.02304155041420404,0.008561622042888127
62,,,0.001449251174926758,0.02036275863647461,0.8326531702366328,0.7934523809523809,0.0002689287002016622,0.006064947539531735,0.03174104572927854,0.009441371536691797
63,,,0.0017512321472167968,0.018793630599975585,0.8274878478713745,0.7974489795918368,0.00022723726680369335,0.003387308753382324,0.033458047965599855,0.008206911806541789
64,,,0.0015275001525878907,0.017078447341918945,0.8161262753058063,0.7725340136054422,9.017977819364451e-05,0.002720351270994198,0.03817165410366154,0.008149733653313718
65,,,0.0016989707946777344,0.016075515747070314,0.8440254259922012,0.8139455782312925,0.00019433609386852935,0.0025683032924085844,0.014321606191547815,0.01659557145802676
66,,,0.001957559585571289,0.019095659255981445,0.8419422039420972,0.8224489795918368,0.0004647526233081116,0.005592743599183147,0.02350632999070886,0.011565694222144126
67,,,0.0014746665954589843,0.021582937240600585,0.8347096843117354,0.8101190476190476,0.00017000033158345187,0.003782488786806101,0.03430740459563198,0.004641332766573652
68,,,0.0015586376190185546,0.022037601470947264,0.8264569200363228,0.8141156462585034,0.00015043888149002748,0.008023975661774494,0.01776865018586258,0.004889190820520327
69,,,0.0016828060150146484,0.019396400451660155,0.8140751028257037,0.7726190476190475,0.00014983111293915654,0.004468542211223322,0.02368681938461941,0.01733598671978299
70,,,0.001725912094116211,0.019387149810791017,0.839880348271994,0.8098639455782312,0.00030064410769569994,0.0041393305934321,0.009258169757117683,0.007186647104820647
71,,,0.001733255386352539,0.01406564712524414,0.8347257090967363,0.8266156462585034,0.00031088412874853813,0.003410436216974714,0.02695779408360145,0.011555715812366108
72,,,0.0018528938293457032,0.015472745895385743,0.8285187757064261,0.8264455782312925,0.0005322612754343555,0.002068225838418417,0.03378152113723846,0.007437441687392343
73,,,0.0018362998962402344,0.019315242767333984,0.8264622616313231,0.79328231292517,0.0004377571321338494,0.007700060297441343,0.023593529507959867,0.00804250879076716
74,,,0.0017132759094238281,0.02023162841796875,0.8181988141659099,0.7808673469387755,0.0003776587921976219,0.007283469923609774,0.03915223074710346,0.010759674928673054
75,,,0.001603078842163086,0.020963478088378906,0.83780246781689,0.8097789115646259,0.00020552386251877268,0.0041484078296290154,0.016929244921466417,0.017500120137784875
76,,,0.0016418933868408204,0.019904518127441408,0.8419582287270979,0.8183673469387756,0.00011400164300399381,0.006149073230745563,0.02257392819724218,0.014294707041691753
77,,,0.0018156051635742187,0.019478368759155273,0.8243736979862186,0.8306972789115648,0.00025434743431593406,0.006133929775220701,0.013983894599096389,0.009922038234715975
78,,,0.0017633914947509765,0.023430776596069337,0.8233481117461674,0.8016156462585033,0.00018856624146493765,0.008359797171212357,0.021454201279861373,0.008240791454941299
79,,,0.0016773700714111327,0.016823482513427735,0.8088830724854441,0.7643707482993197,0.0003910377420154734,0.0033364881400238127,0.031648650040366225,0.0073133712090585196
80,,,0.0017432689666748047,0.020899009704589844,0.8429838149671491,0.8140306122448979,0.0003299828689955317,0.0069025896766148195,0.01853975520396145,0.014345191259184155
81,,,0.0018447399139404296,0.01777486801147461,0.8305913145665296,0.8100340136054422,0.0004848972184173294,0.006197011509950704,0.023193251291185105,0.00977710350398831
82,,,0.0016889572143554688,0.01699409484863281,0.8223118423161155,0.8183673469387756,0.00018285066787369949,0.003976871562780306,0.03459787303770185,0.005314551487350077
83,,,0.0016956329345703125,0.01975550651550293,0.820260669836013,0.7974489795918368,0.0002967489465822206,0.0032445208664635713,0.01629150508836839,0.008606474935569562
84,,,0.0017842292785644532,0.02089390754699707,0.8068158752203407,0.7726190476190475,0.0002286022485338603,0.003607189008560813,0.02368681938461941,0.0026567334419493227
85,,,0.0018383026123046874,0.01673412322998047,0.8450510122322525,0.8263605442176871,0.00032660427102366773,0.005111322776435499,0.02167550199504057,0.018079366688131433
86,,,0.0015476226806640625,0.015054416656494141,0.8357512953367875,0.8141156462585034,0.00017461275409145973,0.0023996570598074003,0.0119211500416882,0.008097132151084815
87,,,0.003409004211425781,0.018232440948486327,0.816120933710806,0.8141156462585034,0.0025845040540601123,0.004081131211611171,0.028923316939121726,0.011028361612891032
88,,,0.0016336441040039062,0.020952749252319335,0.8109662945355482,0.7892006802721088,0.0002398798507623201,0.004501811303186727,0.02086090775468517,0.009807267338417457
89,,,0.0019423007965087891,0.0197019100189209,0.8037284333101864,0.7724489795918368,0.0007175612263920529,0.003127114772024992,0.03631002166333318,0.008406343511054657
90,,,0.0019452571868896484,0.01832156181335449,0.8429944981571497,0.8182823129251702,0.0005961097302221816,0.004272661734975673,0.02335201846012989,0.018167318222355705
91,,,0.0016052722930908203,0.014949226379394531,0.8243736979862188,0.8141156462585034,0.00025635756355679766,0.001864236864001664,0.0119211500416882,0.006698100286941713
92,,,0.0016297340393066407,0.02010645866394043,0.8243843811762194,0.805952380952381,0.000208038133925678,0.0026892681502964197,0.032665238304839625,0.009708186900395953
93,,,0.0015957355499267578,0.02001338005065918,0.8078681694353934,0.7810374149659863,0.00010643492451668796,0.002596969700906056,0.033043127938308575,0.009669591274098709
94,,,0.0017690658569335938,0.02228889465332031,0.7965065968698253,0.7642857142857142,0.0004884208585786707,0.005612849477457273,0.02947210706921486,0.010261583544827497
95,,,0.0024810791015625,0.017664575576782228,0.8450510122322525,0.8346088435374149,0.0019038855441989946,0.007078736274487774,0.023411394384245242,0.019756036241910607
96,,,0.0018686771392822266,0.022491979598999023,0.8285134341114256,0.8142006802721088,0.00038321267939873954,0.008896731226260344,0.021314551963639957,0.011027870032901801
97,,,0.0016684532165527344,0.016910839080810546,0.8212915976710645,0.7976190476190477,0.00014974911336195415,0.002807637755076341,0.03258922331157413,0.006728404183730555
98,,,0.0015299320220947266,0.019318199157714842,0.8088884140804444,0.7892857142857143,0.00018892827380139553,0.004558718208348146,0.039982808733446625,0.01122515060385679
99,,,0.0018663883209228515,0.017599153518676757,0.7996100635649805,0.7601190476190476,0.0005553429749722526,0.002554829030827388,0.03508145193264438,0.02407919693205138
100,,,0.0014028549194335938,0.018170166015625,0.8378078094118904,0.8306122448979592,4.2056118269585435e-05,0.002097801029091011,0.015045494584995876,0.01521305011560871
101,,,0.0015205860137939454,0.01838374137878418,0.8181934725709097,0.8141156462585034,8.608441467686094e-05,0.00500847775083596,0.0119211500416882,0.005652467651820728
102,,,0.001804685592651367,0.02066006660461426,0.8150846642807542,0.7975340136054422,0.0005352044054496456,0.010454179604674083,0.03805915747641215,0.008204342152948754
103,,,0.00184478759765625,0.019482851028442383,0.8119651728005983,0.780952380952381,0.0005207792822902013,0.005391111269297297,0.038594015210760224,0.01044432223386452
104,,,0.0015498161315917968,0.018496990203857422,0.7995940387799797,0.7891156462585035,2.2217029888639362e-05,0.004675034882171325,0.025289578840073212,0.003431973748450622
105,,,0.0015569686889648437,0.02316145896911621,0.8419528871320978,0.8471938775510204,0.00023901153262793695,0.0072977007384097325,0.02436725293114194,0.013946561869269061
106,,,0.0016303539276123046,0.01654024124145508,0.8171625447358581,0.8141156462585034,0.00016355621571093222,0.0039266673421881225,0.0119211500416882,0.013095521235832736
107,,,0.0015326976776123048,0.01914081573486328,0.8171465199508573,0.7976190476190477,0.00025715004316962276,0.003454800560409634,0.03735307187290437,0.00845236479898663
108,,,0.0017528057098388672,0.01842813491821289,0.8016398696650819,0.7725340136054422,0.0001813002599648216,0.0018559335626685343,0.04447368334580477,0.010850724179904507
109,,,0.0015765190124511718,0.019487619400024414,0.7913359329095667,0.7849489795918367,0.0002419909162153385,0.005061845462478585,0.029108969925625408,0.011340325697778738
110,,,0.001603412628173828,0.017783308029174806,0.8347257090967363,0.8429421768707483,0.00013331427220419724,0.0035900608146671397,0.031276569065391405,0.014458064706925199
111,,,0.00175018310546875,0.01510481834411621,0.8130281502056513,0.8058673469387756,0.000522727727594177,0.0018384154420796961,0.00812330782045442,0.009771814092105908
112,,,0.0016501903533935546,0.01517190933227539,0.8109556113455477,0.7976190476190477,0.0001556731724397349,0.002363773131207433,0.023264224524327307,0.005058307144256879
113,,,0.0016211986541748047,0.014823055267333985,0.7954543026547727,0.7770408163265307,0.00012585930489593684,0.0017364484406933358,0.03175380027235758,0.013671672314728267
114,,,0.0015482902526855469,0.02011270523071289,0.7892687356444634,0.7684523809523809,0.00013286312520931535,0.0037462864672581837,0.031282348244268544,0.009723352198160496
115,,,0.0014728546142578126,0.015755939483642577,0.8419422039420971,0.8471938775510204,0.00011443432153128372,0.002179847091088432,0.0404404461161955,0.014078229389370422
116,,,0.0015563011169433595,0.020461368560791015,0.820260669836013,0.8181972789115646,0.00012150888679635361,0.00468561371117477,0.007759091645932252,0.008606474935569564
117,,,0.0018485069274902343,0.0183164119720459,0.8161369584958068,0.8058673469387756,0.00026282636963014476,0.0025193676818131626,0.024224398099420126,0.018984876293392086
118,,,0.0017081260681152343,0.015096807479858398,0.7923668607446184,0.7727040816326531,0.0001875530083743694,0.001837861598825031,0.039594817196182526,0.00976995686460433
119,,,0.002063560485839844,0.014871501922607422,0.7892687356444634,0.7644557823129252,0.00047610516153396903,0.002513803757856695,0.027935970716997948,0.010266087014623929
120,,,0.001721668243408203,0.018690109252929688,0.8347257090967363,0.8305272108843538,0.00033207161544943954,0.0045838494783273,0.016036522219256385,0.01408572018246833
121,,,0.0017720699310302735,0.021393013000488282,0.8233641365311681,0.8058673469387756,0.0004777163173338111,0.005432818360153777,0.015250750181260344,0.010747318344048882
122,,,0.0015383720397949218,0.01783909797668457,0.8006356498050318,0.7975340136054422,0.00010990249328070723,0.004170657450220503,0.02394639956847431,0.008637040331616202
123,,,0.0015346050262451173,0.017546367645263673,0.786159927354308,0.7645408163265306,0.00015504230961854194,0.0032715652218357283,0.0379640446257309,0.012855895349498532
124,,,0.001797628402709961,0.019660329818725585,0.7913305913145665,0.752295918367347,0.00043197360592896357,0.0033907167130323317,0.032617611142141095,0.013170752930504383
